row_number,event_type,health_score,status,description,is_accurate
3188,WARNING,76.04,HEALTHY,Critical tool wear (208min),false
3189,WARNING,77.45,HEALTHY,Critical tool wear (211min),false
3190,WARNING,77.55,HEALTHY,Critical tool wear (214min),false
3191,WARNING,76.71,HEALTHY,Critical tool wear (216min),false
3192,WARNING,75.22,HEALTHY,Critical tool wear (218min),false
3193,WARNING,77.70,HEALTHY,Critical tool wear (221min),false
3237,FAILURE_CONFIRMED,79.62,HEALTHY,Multi-factor degradation detected,true
3255,WARNING,79.60,HEALTHY,Multi-factor degradation detected,false
3263,WARNING,83.24,HEALTHY,Multi-factor degradation detected,false
3264,WARNING,80.45,HEALTHY,Multi-factor degradation detected,false
3265,WARNING,82.54,HEALTHY,Multi-factor degradation detected,false
3266,WARNING,79.34,HEALTHY,Multi-factor degradation detected,false
3267,FAILURE_CONFIRMED,73.47,HEALTHY,Multi-factor degradation detected,true
3268,WARNING,81.00,HEALTHY,Multi-factor degradation detected,false
3269,WARNING,80.61,HEALTHY,Multi-factor degradation detected,false
3270,WARNING,78.55,HEALTHY,Critical tool wear (202min),false
3271,WARNING,71.05,HEALTHY,Critical tool wear (205min),false
3272,WARNING,77.59,HEALTHY,Critical tool wear (207min),false
3273,WARNING,76.95,HEALTHY,Critical tool wear (210min),false
3274,WARNING,78.24,HEALTHY,Critical tool wear (213min),false
3290,WARNING,90.22,HEALTHY,Multi-factor degradation detected,false
3317,WARNING,79.14,HEALTHY,Multi-factor degradation detected,false
3350,WARNING,81.34,HEALTHY,Multi-factor degradation detected,false
3351,FAILURE_CONFIRMED,73.73,HEALTHY,Multi-factor degradation detected,true
3352,WARNING,81.05,HEALTHY,Multi-factor degradation detected,false
3353,WARNING,81.10,HEALTHY,Multi-factor degradation detected,false
3354,WARNING,80.24,HEALTHY,Multi-factor degradation detected,false
3355,WARNING,81.56,HEALTHY,Multi-factor degradation detected,false
3356,WARNING,79.55,HEALTHY,Multi-factor degradation detected,false
3357,FAILURE_CONFIRMED,74.65,HEALTHY,Multi-factor degradation detected,true
3358,WARNING,78.50,HEALTHY,Multi-factor degradation detected,false
3359,WARNING,79.80,HEALTHY,Critical tool wear (202min),false
3360,WARNING,79.45,HEALTHY,Critical tool wear (204min),false
3361,WARNING,77.66,HEALTHY,Critical tool wear (206min),false
3362,WARNING,78.75,HEALTHY,Critical tool wear (208min),false
3363,WARNING,78.45,HEALTHY,Critical tool wear (210min),false
3364,WARNING,78.10,HEALTHY,Critical tool wear (212min),false
3369,WARNING,91.32,HEALTHY,Multi-factor degradation detected,false
3388,WARNING,85.56,HEALTHY,Multi-factor degradation detected,false
3412,WARNING,78.49,HEALTHY,Multi-factor degradation detected,false
3413,WARNING,78.14,HEALTHY,Multi-factor degradation detected,false
3434,WARNING,75.00,HEALTHY,Multi-factor degradation detected,false
3435,WARNING,82.99,HEALTHY,Multi-factor degradation detected,false
3436,WARNING,79.97,HEALTHY,Multi-factor degradation detected,false
3437,WARNING,80.47,HEALTHY,Multi-factor degradation detected,false
3438,WARNING,70.57,HEALTHY,Rotational speed anomaly (2297rpm),false
3439,WARNING,81.50,HEALTHY,Multi-factor degradation detected,false
3440,WARNING,81.19,HEALTHY,Multi-factor degradation detected,false
3441,WARNING,80.89,HEALTHY,Multi-factor degradation detected,false
3442,WARNING,80.45,HEALTHY,Multi-factor degradation detected,false
3443,WARNING,77.88,HEALTHY,Critical tool wear (201min),false
3444,WARNING,79.49,HEALTHY,Critical tool wear (204min),false
3445,WARNING,77.14,HEALTHY,Critical tool wear (206min),false
3446,WARNING,78.70,HEALTHY,Critical tool wear (208min),false
3447,WARNING,76.36,HEALTHY,Critical tool wear (211min),false
3448,WARNING,75.94,HEALTHY,Critical tool wear (216min),false
3449,WARNING,76.95,HEALTHY,Critical tool wear (218min),false
3450,WARNING,75.05,HEALTHY,Critical tool wear (220min),false
3451,WARNING,76.25,HEALTHY,Critical tool wear (222min),false
3465,WARNING,91.30,HEALTHY,Multi-factor degradation detected,false
3467,WARNING,91.30,HEALTHY,Multi-factor degradation detected,false
3481,WARNING,86.05,HEALTHY,Multi-factor degradation detected,false
3493,WARNING,78.68,HEALTHY,Multi-factor degradation detected,false
3502,WARNING,72.60,HEALTHY,Multi-factor degradation detected,false
3517,WARNING,81.26,HEALTHY,Multi-factor degradation detected,false
3518,WARNING,82.55,HEALTHY,Multi-factor degradation detected,false
3519,WARNING,82.25,HEALTHY,Multi-factor degradation detected,false
3520,WARNING,80.38,HEALTHY,Multi-factor degradation detected,false
3521,WARNING,79.78,HEALTHY,Multi-factor degradation detected,false
3522,WARNING,81.03,HEALTHY,Multi-factor degradation detected,false
3523,WARNING,79.16,HEALTHY,Multi-factor degradation detected,false
3524,WARNING,80.41,HEALTHY,Multi-factor degradation detected,false
3525,WARNING,78.45,HEALTHY,Multi-factor degradation detected,false
3526,WARNING,77.88,HEALTHY,Critical tool wear (202min),false
3527,WARNING,79.22,HEALTHY,Critical tool wear (204min),false
3528,WARNING,78.26,HEALTHY,Critical tool wear (209min),false
3529,FAILURE_CONFIRMED,75.43,HEALTHY,Critical tool wear (212min),true
3530,FAILURE_CONFIRMED,77.39,HEALTHY,Critical tool wear (214min),true
3550,WARNING,88.33,HEALTHY,Multi-factor degradation detected,false
3567,WARNING,81.02,HEALTHY,Multi-factor degradation detected,false
3585,WARNING,72.19,HEALTHY,Multi-factor degradation detected,false
3590,WARNING,68.81,WARNING,Rotational speed anomaly (2465rpm),false
3601,WARNING,82.12,HEALTHY,Multi-factor degradation detected,false
3602,WARNING,83.06,HEALTHY,Multi-factor degradation detected,false
3603,WARNING,81.40,HEALTHY,Multi-factor degradation detected,false
3604,WARNING,82.11,HEALTHY,Multi-factor degradation detected,false
3605,WARNING,80.21,HEALTHY,Multi-factor degradation detected,false
3606,WARNING,79.78,HEALTHY,Multi-factor degradation detected,false
3607,WARNING,74.81,HEALTHY,Multi-factor degradation detected,false
3608,WARNING,79.36,HEALTHY,Multi-factor degradation detected,false
3609,WARNING,71.81,HEALTHY,Multi-factor degradation detected,false
3610,WARNING,78.20,HEALTHY,Critical tool wear (201min),false
3611,WARNING,77.70,HEALTHY,Critical tool wear (204min),false
3612,FAILURE_CONFIRMED,77.29,HEALTHY,Critical tool wear (207min),true
3643,WARNING,85.90,HEALTHY,Multi-factor degradation detected,false
3685,FAILURE_CONFIRMED,73.07,HEALTHY,Multi-factor degradation detected,true
3686,WARNING,80.49,HEALTHY,Multi-factor degradation detected,false
3687,WARNING,80.05,HEALTHY,Multi-factor degradation detected,false
3688,WARNING,79.81,HEALTHY,Multi-factor degradation detected,false
3689,WARNING,79.72,HEALTHY,Multi-factor degradation detected,false
3690,WARNING,72.28,HEALTHY,Multi-factor degradation detected,false
3691,WARNING,80.29,HEALTHY,Multi-factor degradation detected,false
3692,WARNING,78.49,HEALTHY,Multi-factor degradation detected,false
3693,WARNING,71.66,HEALTHY,Multi-factor degradation detected,false
3694,WARNING,77.55,HEALTHY,Critical tool wear (202min),false
3695,WARNING,77.64,HEALTHY,Critical tool wear (204min),false
3696,FAILURE_CONFIRMED,78.31,HEALTHY,Critical tool wear (207min),true
3730,WARNING,83.12,HEALTHY,Multi-factor degradation detected,false
3736,WARNING,81.76,HEALTHY,Multi-factor degradation detected,false
3767,WARNING,80.64,HEALTHY,Multi-factor degradation detected,false
3768,WARNING,82.54,HEALTHY,Multi-factor degradation detected,false
3769,WARNING,80.93,HEALTHY,Multi-factor degradation detected,false
3770,WARNING,80.43,HEALTHY,Multi-factor degradation detected,false
3771,WARNING,79.60,HEALTHY,Multi-factor degradation detected,false
3772,WARNING,79.16,HEALTHY,Multi-factor degradation detected,false
3773,WARNING,80.39,HEALTHY,Multi-factor degradation detected,false
3774,WARNING,71.73,HEALTHY,Multi-factor degradation detected,false
3775,WARNING,78.18,HEALTHY,Multi-factor degradation detected,false
3776,WARNING,70.74,HEALTHY,Critical tool wear (203min),false
3777,WARNING,78.06,HEALTHY,Critical tool wear (208min),false
3778,WARNING,74.34,HEALTHY,Critical tool wear (210min),false
3810,WARNING,86.42,HEALTHY,Multi-factor degradation detected,false
3815,FAILURE_CONFIRMED,84.45,HEALTHY,Multi-factor degradation detected,true
3835,WARNING,72.50,HEALTHY,Multi-factor degradation detected,false
3844,WARNING,75.97,HEALTHY,Multi-factor degradation detected,false
3851,WARNING,82.75,HEALTHY,Multi-factor degradation detected,false
3852,WARNING,80.64,HEALTHY,Multi-factor degradation detected,false
3853,WARNING,70.59,HEALTHY,Rotational speed anomaly (2034rpm),false
3854,WARNING,80.95,HEALTHY,Multi-factor degradation detected,false
3855,FAILURE_CONFIRMED,72.15,HEALTHY,Multi-factor degradation detected,true
3856,WARNING,78.62,HEALTHY,Multi-factor degradation detected,false
3857,WARNING,73.05,HEALTHY,Critical tool wear (201min),false
3858,WARNING,78.78,HEALTHY,Critical tool wear (204min),false
3859,WARNING,77.78,HEALTHY,Critical tool wear (209min),false
3860,WARNING,77.34,HEALTHY,Critical tool wear (211min),false
3861,WARNING,76.99,HEALTHY,Critical tool wear (213min),false
3862,WARNING,76.69,HEALTHY,Critical tool wear (215min),false
3863,WARNING,76.16,HEALTHY,Critical tool wear (218min),false
3864,WARNING,73.08,HEALTHY,Critical tool wear (223min),false
3865,WARNING,73.31,HEALTHY,Critical tool wear (225min),false
3866,FAILURE_CONFIRMED,73.04,HEALTHY,Critical tool wear (228min),true
3907,WARNING,77.38,HEALTHY,Multi-factor degradation detected,false
3929,FAILURE_CONFIRMED,78.44,HEALTHY,Multi-factor degradation detected,true
3934,WARNING,81.09,HEALTHY,Multi-factor degradation detected,false
3935,WARNING,82.02,HEALTHY,Multi-factor degradation detected,false
3936,FAILURE_CONFIRMED,71.26,HEALTHY,Multi-factor degradation detected,true
3937,WARNING,72.46,HEALTHY,Multi-factor degradation detected,false
3938,WARNING,76.58,HEALTHY,Multi-factor degradation detected,false
3939,WARNING,78.79,HEALTHY,Multi-factor degradation detected,false
3940,WARNING,77.60,HEALTHY,Multi-factor degradation detected,false
3941,WARNING,77.36,HEALTHY,Multi-factor degradation detected,false
3942,WARNING,70.89,HEALTHY,Multi-factor degradation detected,false
3943,WARNING,77.63,HEALTHY,Critical tool wear (202min),false
3944,FAILURE_CONFIRMED,70.24,HEALTHY,Critical tool wear (205min),true
3945,WARNING,76.55,HEALTHY,Critical tool wear (207min),false
3959,WARNING,90.79,HEALTHY,Multi-factor degradation detected,false
4003,FAILURE_CONFIRMED,81.60,HEALTHY,Multi-factor degradation detected,true
4005,WARNING,80.99,HEALTHY,Multi-factor degradation detected,false
4015,WARNING,79.45,HEALTHY,Multi-factor degradation detected,false
4016,WARNING,82.54,HEALTHY,Multi-factor degradation detected,false
4017,WARNING,80.35,HEALTHY,Multi-factor degradation detected,false
4018,WARNING,73.57,HEALTHY,Multi-factor degradation detected,false
4019,WARNING,73.58,HEALTHY,Multi-factor degradation detected,false
4020,WARNING,79.72,HEALTHY,Multi-factor degradation detected,false
4021,WARNING,78.59,HEALTHY,Multi-factor degradation detected,false
4022,WARNING,80.09,HEALTHY,Multi-factor degradation detected,false
4023,WARNING,77.42,HEALTHY,Critical tool wear (203min),false
4024,WARNING,76.95,HEALTHY,Critical tool wear (205min),false
4025,FAILURE_CONFIRMED,70.94,HEALTHY,Critical tool wear (207min),true
4026,WARNING,74.00,HEALTHY,Critical tool wear (210min),false
4027,WARNING,75.71,HEALTHY,Critical tool wear (215min),false
4028,WARNING,76.60,HEALTHY,Critical tool wear (218min),false
4029,WARNING,76.29,HEALTHY,Critical tool wear (220min),false
4030,WARNING,73.94,HEALTHY,Critical tool wear (222min),false
4031,WARNING,64.14,WARNING,Critical tool wear (227min),false
4032,WARNING,74.75,HEALTHY,Critical tool wear (229min),false
4033,FAILURE_CONFIRMED,72.49,HEALTHY,Critical tool wear (231min),true
4034,WARNING,70.05,HEALTHY,Critical tool wear (233min),false
4035,FAILURE_CONFIRMED,71.70,HEALTHY,Critical tool wear (235min),true
4061,WARNING,89.46,HEALTHY,Multi-factor degradation detected,false
4071,WARNING,85.34,HEALTHY,Multi-factor degradation detected,false
4072,FAILURE_CONFIRMED,82.75,HEALTHY,Multi-factor degradation detected,true
4079,FAILURE_CONFIRMED,79.07,HEALTHY,Multi-factor degradation detected,true
4081,FAILURE_CONFIRMED,81.08,HEALTHY,Multi-factor degradation detected,true
4082,FAILURE_CONFIRMED,80.73,HEALTHY,Multi-factor degradation detected,true
4111,WARNING,81.59,HEALTHY,Multi-factor degradation detected,false
4112,WARNING,82.70,HEALTHY,Multi-factor degradation detected,false
4113,WARNING,82.26,HEALTHY,Multi-factor degradation detected,false
4114,WARNING,75.05,HEALTHY,Multi-factor degradation detected,false
4115,WARNING,78.69,HEALTHY,Multi-factor degradation detected,false
4116,WARNING,78.14,HEALTHY,Multi-factor degradation detected,false
4117,WARNING,73.51,HEALTHY,Critical tool wear (201min),false
4118,FAILURE_CONFIRMED,73.04,HEALTHY,Critical tool wear (204min),true
4119,WARNING,77.26,HEALTHY,Critical tool wear (206min),false
4120,FAILURE_CONFIRMED,77.15,HEALTHY,Critical tool wear (208min),true
4121,FAILURE_CONFIRMED,76.65,HEALTHY,Critical tool wear (210min),true
4122,FAILURE_CONFIRMED,75.94,HEALTHY,Critical tool wear (213min),true
4131,FAILURE_CONFIRMED,88.13,HEALTHY,Multi-factor degradation detected,true
4139,FAILURE_CONFIRMED,91.45,HEALTHY,Multi-factor degradation detected,true
4141,FAILURE_CONFIRMED,90.05,HEALTHY,Multi-factor degradation detected,true
4154,FAILURE_CONFIRMED,84.39,HEALTHY,Multi-factor degradation detected,true
4158,FAILURE_CONFIRMED,81.25,HEALTHY,Multi-factor degradation detected,true
4192,WARNING,76.98,HEALTHY,Multi-factor degradation detected,false
4193,WARNING,82.83,HEALTHY,Multi-factor degradation detected,false
4194,WARNING,80.96,HEALTHY,Multi-factor degradation detected,false
4195,WARNING,80.60,HEALTHY,Multi-factor degradation detected,false
4196,WARNING,81.60,HEALTHY,Multi-factor degradation detected,false
4197,WARNING,81.25,HEALTHY,Multi-factor degradation detected,false
4198,WARNING,80.78,HEALTHY,Multi-factor degradation detected,false
4199,WARNING,80.39,HEALTHY,Multi-factor degradation detected,false
4200,WARNING,78.19,HEALTHY,Multi-factor degradation detected,false
4201,WARNING,77.94,HEALTHY,Critical tool wear (201min),false
4202,WARNING,67.96,WARNING,Critical tool wear (203min),false
4203,WARNING,78.68,HEALTHY,Critical tool wear (205min),false
4204,WARNING,76.78,HEALTHY,Critical tool wear (207min),false
4205,WARNING,77.89,HEALTHY,Critical tool wear (210min),false
4206,WARNING,73.49,HEALTHY,Critical tool wear (213min),false
4207,WARNING,73.41,HEALTHY,Critical tool wear (215min),false
4208,FAILURE_CONFIRMED,73.13,HEALTHY,Critical tool wear (218min),true
4213,WARNING,89.84,HEALTHY,Multi-factor degradation detected,false
4221,WARNING,87.59,HEALTHY,Multi-factor degradation detected,false
4248,FAILURE_CONFIRMED,83.17,HEALTHY,Multi-factor degradation detected,true
4250,FAILURE_CONFIRMED,82.56,HEALTHY,Multi-factor degradation detected,true
4252,FAILURE_CONFIRMED,81.86,HEALTHY,Multi-factor degradation detected,true
4255,FAILURE_CONFIRMED,75.70,HEALTHY,Multi-factor degradation detected,true
4259,FAILURE_CONFIRMED,74.64,HEALTHY,Multi-factor degradation detected,true
4284,FAILURE_CONFIRMED,75.79,HEALTHY,Multi-factor degradation detected,true
4285,WARNING,82.85,HEALTHY,Multi-factor degradation detected,false
4286,FAILURE_CONFIRMED,80.84,HEALTHY,Multi-factor degradation detected,true
4287,WARNING,80.63,HEALTHY,Multi-factor degradation detected,false
4288,WARNING,81.71,HEALTHY,Multi-factor degradation detected,false
4289,WARNING,79.20,HEALTHY,Multi-factor degradation detected,false
4290,WARNING,72.58,HEALTHY,Multi-factor degradation detected,false
4291,WARNING,78.50,HEALTHY,Critical tool wear (201min),false
4292,WARNING,68.90,WARNING,Critical tool wear (203min),false
4293,FAILURE_CONFIRMED,68.00,WARNING,Critical tool wear (205min),true
4294,WARNING,78.82,HEALTHY,Critical tool wear (208min),false
4295,WARNING,74.65,HEALTHY,Critical tool wear (210min),false
4296,WARNING,77.88,HEALTHY,Critical tool wear (213min),false
4297,FAILURE_CONFIRMED,65.54,WARNING,Critical tool wear (215min),true
4298,WARNING,75.82,HEALTHY,Critical tool wear (217min),false
4308,FAILURE_CONFIRMED,88.35,HEALTHY,Multi-factor degradation detected,true
4326,WARNING,88.35,HEALTHY,Multi-factor degradation detected,false
4327,FAILURE_CONFIRMED,88.04,HEALTHY,Multi-factor degradation detected,true
4343,FAILURE_CONFIRMED,77.10,HEALTHY,Multi-factor degradation detected,true
4354,FAILURE_CONFIRMED,73.80,HEALTHY,Multi-factor degradation detected,true
4355,WARNING,74.82,HEALTHY,Multi-factor degradation detected,false
4356,FAILURE_CONFIRMED,72.91,HEALTHY,Multi-factor degradation detected,true
4366,WARNING,81.72,HEALTHY,Multi-factor degradation detected,false
4367,WARNING,81.09,HEALTHY,Multi-factor degradation detected,false
4368,WARNING,82.79,HEALTHY,Multi-factor degradation detected,false
4369,WARNING,79.83,HEALTHY,Multi-factor degradation detected,false
4370,WARNING,77.73,HEALTHY,Multi-factor degradation detected,false
4371,FAILURE_CONFIRMED,74.44,HEALTHY,Multi-factor degradation detected,true
4372,WARNING,80.38,HEALTHY,Multi-factor degradation detected,false
4373,WARNING,80.15,HEALTHY,Critical tool wear (201min),false
4374,WARNING,79.59,HEALTHY,Critical tool wear (204min),false
4375,WARNING,77.74,HEALTHY,Critical tool wear (207min),false
4376,WARNING,78.66,HEALTHY,Critical tool wear (209min),false
4377,WARNING,77.10,HEALTHY,Critical tool wear (211min),false
4378,WARNING,76.17,HEALTHY,Critical tool wear (214min),false
4379,WARNING,76.00,HEALTHY,Critical tool wear (217min),false
4380,WARNING,73.45,HEALTHY,Critical tool wear (220min),false
4381,WARNING,74.55,HEALTHY,Critical tool wear (223min),false
4382,WARNING,75.95,HEALTHY,Critical tool wear (225min),false
4383,WARNING,75.69,HEALTHY,Critical tool wear (227min),false
4384,FAILURE_CONFIRMED,65.69,WARNING,Critical tool wear (229min),true
4385,WARNING,74.95,HEALTHY,Critical tool wear (231min),false
4386,FAILURE_CONFIRMED,73.28,HEALTHY,Critical tool wear (233min),true
4407,FAILURE_CONFIRMED,90.14,HEALTHY,Multi-factor degradation detected,true
4408,WARNING,89.92,HEALTHY,Multi-factor degradation detected,false
4418,FAILURE_CONFIRMED,83.57,HEALTHY,Multi-factor degradation detected,true
4422,FAILURE_CONFIRMED,82.10,HEALTHY,Multi-factor degradation detected,true
4440,WARNING,74.83,HEALTHY,Multi-factor degradation detected,false
4444,WARNING,81.91,HEALTHY,Multi-factor degradation detected,false
4457,WARNING,81.36,HEALTHY,Multi-factor degradation detected,false
4458,WARNING,78.47,HEALTHY,Multi-factor degradation detected,false
4459,WARNING,80.01,HEALTHY,Multi-factor degradation detected,false
4460,WARNING,77.28,HEALTHY,Multi-factor degradation detected,false
4461,WARNING,79.34,HEALTHY,Multi-factor degradation detected,false
4462,WARNING,78.69,HEALTHY,Multi-factor degradation detected,false
4463,FAILURE_CONFIRMED,70.03,HEALTHY,Multi-factor degradation detected,true
4464,WARNING,68.90,WARNING,Rotational speed anomaly (2016rpm),false
4465,WARNING,77.51,HEALTHY,Critical tool wear (201min),false
4466,WARNING,78.97,HEALTHY,Critical tool wear (203min),false
4467,WARNING,78.62,HEALTHY,Critical tool wear (205min),false
4468,WARNING,78.27,HEALTHY,Critical tool wear (207min),false
4469,WARNING,74.44,HEALTHY,Critical tool wear (209min),false
4470,FAILURE_CONFIRMED,77.66,HEALTHY,Critical tool wear (211min),true
4481,FAILURE_CONFIRMED,90.88,HEALTHY,Multi-factor degradation detected,true
4493,WARNING,89.66,HEALTHY,Multi-factor degradation detected,false
4496,FAILURE_CONFIRMED,87.95,HEALTHY,Multi-factor degradation detected,true
4511,FAILURE_CONFIRMED,79.75,HEALTHY,Multi-factor degradation detected,true
4543,WARNING,81.51,HEALTHY,Multi-factor degradation detected,false
4544,WARNING,82.44,HEALTHY,Multi-factor degradation detected,false
4545,FAILURE_CONFIRMED,75.75,HEALTHY,Multi-factor degradation detected,true
4546,WARNING,81.61,HEALTHY,Multi-factor degradation detected,false
4547,WARNING,81.30,HEALTHY,Multi-factor degradation detected,false
4548,WARNING,78.45,HEALTHY,Multi-factor degradation detected,false
4549,WARNING,80.16,HEALTHY,Multi-factor degradation detected,false
4550,WARNING,79.77,HEALTHY,Multi-factor degradation detected,false
4551,WARNING,79.51,HEALTHY,Critical tool wear (201min),false
4552,WARNING,77.52,HEALTHY,Critical tool wear (204min),false
4553,WARNING,70.07,HEALTHY,Critical tool wear (207min),false
4563,WARNING,90.76,HEALTHY,Multi-factor degradation detected,false
4600,WARNING,79.39,HEALTHY,Multi-factor degradation detected,false
4604,WARNING,77.78,HEALTHY,Multi-factor degradation detected,false
4612,FAILURE_CONFIRMED,73.59,HEALTHY,Multi-factor degradation detected,true
4613,WARNING,68.45,WARNING,Rotational speed anomaly (2194rpm),false
4614,WARNING,81.59,HEALTHY,Multi-factor degradation detected,false
4625,WARNING,82.54,HEALTHY,Multi-factor degradation detected,false
4626,WARNING,80.64,HEALTHY,Multi-factor degradation detected,false
4627,WARNING,79.72,HEALTHY,Multi-factor degradation detected,false
4628,WARNING,81.28,HEALTHY,Multi-factor degradation detected,false
4629,WARNING,80.79,HEALTHY,Multi-factor degradation detected,false
4630,WARNING,76.26,HEALTHY,Multi-factor degradation detected,false
4631,WARNING,72.02,HEALTHY,Multi-factor degradation detected,false
4632,WARNING,79.53,HEALTHY,Multi-factor degradation detected,false
4633,FAILURE_CONFIRMED,76.89,HEALTHY,Multi-factor degradation detected,true
4634,WARNING,76.71,HEALTHY,Critical tool wear (203min),false
4635,WARNING,74.81,HEALTHY,Critical tool wear (205min),false
4636,WARNING,77.95,HEALTHY,Critical tool wear (207min),false
4637,WARNING,77.39,HEALTHY,Critical tool wear (210min),false
4638,WARNING,68.80,WARNING,Critical tool wear (212min),false
4639,WARNING,75.19,HEALTHY,Critical tool wear (215min),false
4640,WARNING,74.46,HEALTHY,Critical tool wear (217min),false
4641,WARNING,75.80,HEALTHY,Critical tool wear (219min),false
4642,WARNING,75.41,HEALTHY,Critical tool wear (221min),false
4643,FAILURE_CONFIRMED,70.31,HEALTHY,Critical tool wear (226min),true
4644,FAILURE_CONFIRMED,71.70,HEALTHY,Critical tool wear (228min),true
4645,WARNING,73.75,HEALTHY,Critical tool wear (230min),false
4646,WARNING,69.33,WARNING,Critical tool wear (232min),false
4647,FAILURE_CONFIRMED,71.62,HEALTHY,Critical tool wear (234min),true
4650,WARNING,90.20,HEALTHY,Multi-factor degradation detected,false
4673,WARNING,87.19,HEALTHY,Multi-factor degradation detected,false
4703,FAILURE_CONFIRMED,68.92,WARNING,Multi-factor degradation detected,true
4717,WARNING,78.58,HEALTHY,Multi-factor degradation detected,false
4718,WARNING,80.33,HEALTHY,Multi-factor degradation detected,false
4719,FAILURE_CONFIRMED,74.90,HEALTHY,Multi-factor degradation detected,true
4720,WARNING,79.45,HEALTHY,Multi-factor degradation detected,false
4721,FAILURE_CONFIRMED,80.19,HEALTHY,Multi-factor degradation detected,true
4722,WARNING,71.14,HEALTHY,Multi-factor degradation detected,false
4723,WARNING,79.28,HEALTHY,Multi-factor degradation detected,false
4724,FAILURE_CONFIRMED,76.76,HEALTHY,Multi-factor degradation detected,true
4725,WARNING,74.97,HEALTHY,Critical tool wear (202min),false
4726,WARNING,78.05,HEALTHY,Critical tool wear (204min),false
4727,WARNING,66.58,WARNING,Critical tool wear (207min),false
4728,FAILURE_CONFIRMED,75.50,HEALTHY,Critical tool wear (210min),true
4729,WARNING,75.00,HEALTHY,Critical tool wear (213min),false
4730,FAILURE_CONFIRMED,68.50,WARNING,Critical tool wear (215min),true
4731,WARNING,75.86,HEALTHY,Critical tool wear (217min),false
4732,FAILURE_CONFIRMED,74.29,HEALTHY,Critical tool wear (219min),true
4733,WARNING,75.16,HEALTHY,Critical tool wear (221min),false
4734,WARNING,74.85,HEALTHY,Critical tool wear (223min),false
4735,WARNING,74.59,HEALTHY,Critical tool wear (225min),false
4736,WARNING,74.24,HEALTHY,Critical tool wear (227min),false
4738,FAILURE_CONFIRMED,90.21,HEALTHY,Multi-factor degradation detected,true
4764,WARNING,90.42,HEALTHY,Multi-factor degradation detected,false
4777,WARNING,86.11,HEALTHY,Multi-factor degradation detected,false
4778,WARNING,77.62,HEALTHY,Multi-factor degradation detected,false
4779,FAILURE_CONFIRMED,82.70,HEALTHY,Multi-factor degradation detected,true
4780,WARNING,84.19,HEALTHY,Multi-factor degradation detected,false
4781,WARNING,82.35,HEALTHY,Multi-factor degradation detected,false
4782,WARNING,82.12,HEALTHY,Multi-factor degradation detected,false
4783,WARNING,80.81,HEALTHY,Multi-factor degradation detected,false
4784,WARNING,82.71,HEALTHY,Multi-factor degradation detected,false
4785,WARNING,80.64,HEALTHY,Multi-factor degradation detected,false
4786,WARNING,79.96,HEALTHY,Multi-factor degradation detected,false
4787,WARNING,81.05,HEALTHY,Multi-factor degradation detected,false
4788,WARNING,80.75,HEALTHY,Multi-factor degradation detected,false
4789,WARNING,80.40,HEALTHY,Multi-factor degradation detected,false
4790,WARNING,79.40,HEALTHY,Multi-factor degradation detected,false
4791,WARNING,79.05,HEALTHY,Multi-factor degradation detected,false
4792,WARNING,77.10,HEALTHY,Multi-factor degradation detected,false
4793,WARNING,87.01,HEALTHY,Multi-factor degradation detected,false
4794,WARNING,86.22,HEALTHY,Multi-factor degradation detected,false
4795,WARNING,83.21,HEALTHY,Multi-factor degradation detected,false
4796,WARNING,83.29,HEALTHY,Multi-factor degradation detected,false
4797,WARNING,83.24,HEALTHY,Multi-factor degradation detected,false
4798,WARNING,83.00,HEALTHY,Multi-factor degradation detected,false
4799,WARNING,82.61,HEALTHY,Multi-factor degradation detected,false
4800,WARNING,83.69,HEALTHY,Multi-factor degradation detected,false
4801,WARNING,81.34,HEALTHY,Multi-factor degradation detected,false
4802,WARNING,81.31,HEALTHY,Multi-factor degradation detected,false
4803,WARNING,80.10,HEALTHY,Multi-factor degradation detected,false
4804,WARNING,78.66,HEALTHY,Multi-factor degradation detected,false
4805,WARNING,81.45,HEALTHY,Multi-factor degradation detected,false
4806,WARNING,79.72,HEALTHY,Multi-factor degradation detected,false
4807,WARNING,78.46,HEALTHY,Multi-factor degradation detected,false
4808,WARNING,80.05,HEALTHY,Multi-factor degradation detected,false
4809,WARNING,78.04,HEALTHY,Multi-factor degradation detected,false
4810,WARNING,77.94,HEALTHY,Multi-factor degradation detected,false
4811,WARNING,79.16,HEALTHY,Multi-factor degradation detected,false
4812,WARNING,74.96,HEALTHY,Multi-factor degradation detected,false
4813,WARNING,78.19,HEALTHY,Critical tool wear (203min),false
4814,WARNING,77.92,HEALTHY,Critical tool wear (205min),false
4815,FAILURE_CONFIRMED,75.10,HEALTHY,Critical tool wear (208min),true
4816,WARNING,75.49,HEALTHY,Critical tool wear (210min),false
4817,FAILURE_CONFIRMED,76.05,HEALTHY,Critical tool wear (215min),true
4818,WARNING,94.31,HEALTHY,Multi-factor degradation detected,false
4819,WARNING,87.49,HEALTHY,Multi-factor degradation detected,false
4820,WARNING,94.21,HEALTHY,Multi-factor degradation detected,false
4821,WARNING,94.47,HEALTHY,Multi-factor degradation detected,false
4828,WARNING,90.00,HEALTHY,Multi-factor degradation detected,false
4837,FAILURE_CONFIRMED,88.55,HEALTHY,Multi-factor degradation detected,true
4841,FAILURE_CONFIRMED,85.14,HEALTHY,Multi-factor degradation detected,true
